Constituency_No,Dates_DATE_POLLING,Polling_Stations_Number,Polling_Stations_Average_Electors_per_Station,Polling_Stations_regex_Match,Candidates_Info_NOMINATED_MEN,Candidates_Info_NOMINATED_WOMEN,Candidates_Info_NOMINATED_TOTAL,Candidates_Info_REJECTED_MEN,Candidates_Info_REJECTED_WOMEN,Candidates_Info_REJECTED_TOTAL,Candidates_Info_WITHDRAWN_MEN,Candidates_Info_WITHDRAWN_WOMEN,Candidates_Info_WITHDRAWN_TOTAL,Candidates_Info_CONTESTED_MEN,Candidates_Info_CONTESTED_WOMEN,Candidates_Info_CONTESTED_TOTAL,Candidates_Info_FORFEITED DEPOSIT_MEN,Candidates_Info_FORFEITED DEPOSIT_WOMEN,Candidates_Info_FORFEITED DEPOSIT_TOTAL,Completeness_Candidates_Info_Total_Cells,Completeness_Candidates_Info_NA_Cells,Completeness_Candidates_Info_NA_Proportion,Result_WINNER_PARTY,Result_WINNER_CANDIDATE,Result_WINNER_VOTES,Result_RUNNER-UP_PARTY,Result_RUNNER-UP_CANDIDATE,Result_RUNNER-UP_VOTES,Completeness_Result_Total_Cells,Completeness_Result_NA_Cells,Completeness_Result_NA_Proportion,Electors_Info_GENERAL_MEN,Electors_Info_GENERAL_WOMEN,Electors_Info_GENERAL_TOTAL,Electors_Info_SERVICE_MEN,Electors_Info_SERVICE_WOMEN,Electors_Info_SERVICE_TOTAL,Electors_Info_TOTAL_MEN,Electors_Info_TOTAL_WOMEN,Electors_Info_TOTAL_TOTAL,Completeness_Electors_Info_Total_Cells,Completeness_Electors_Info_NA_Cells,Completeness_Electors_Info_NA_Proportion,Voters_Info_GENERAL_MEN,Voters_Info_GENERAL_WOMEN,Voters_Info_GENERAL_TOTAL,Voters_Info_POSTAL_MEN,Voters_Info_POSTAL_WOMEN,Voters_Info_POSTAL_TOTAL,Voters_Info_TOTAL_MEN,Voters_Info_TOTAL_WOMEN,Voters_Info_TOTAL_TOTAL,Completeness_Voters_Info_Total_Cells,Completeness_Voters_Info_NA_Cells,Completeness_Voters_Info_NA_Proportion,Votes_Info_POLLED_VALUE,Votes_Info_VALID_VALUE,Votes_Info_REJECTED_VALUE,Votes_Info_MISSING_VALUE,Votes_Info_TENDERED_VALUE,Completeness_Votes_Info_Total_Cells,Completeness_Votes_Info_NA_Cells,Completeness_Votes_Info_NA_Proportion,Year,Election_Type,Dates_DATE_COUNTING,Dates_DATE_DECLARATION OF RESULT,Voters_Info_PROXY_MEN,Voters_Info_PROXY_WOMEN,Voters_Info_PROXY_TOTAL,Votes_Info_VOTES NOT RETREIVED FROM EVM_VALUE,Candidates_Info_NOMINATION FILED_OTHERS,Candidates_Info_NOMINATION REJECTED_OTHERS,Candidates_Info_WITHDRAWN_OTHERS,Candidates_Info_CONTESTED_OTHERS,Candidates_Info_FORFEITED DEPOSIT_OTHERS,Electors_Info_GENERAL_OTHERS,Electors_Info_SERVICE_OTHERS,Electors_Info_TOTAL_OTHERS,Voters_Info_GENERAL_OTHERS,Voters_Info_PROXY_OTHERS,Voters_Info_POSTAL_OTHERS,Voters_Info_TOTAL_OTHERS,Votes_Info_VOTES NOT RETREIVED_VALUE
7,16-11-1994,26,837,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,0,8,5,0,5,20,9,45.0,INC,CARDOZ LEBART TOMAZIN,7716.0,IND,PARULEKAR SURESH VISHWANATH,3746.0,8,0,0.0,10601,11165,21766,2,1,3,10603,11166,21769,12,0,0.0,7479,7938,15417,41,6,47,7520,7944,15464,12,0,0.0,15464.0,15258.0,206.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
13,16-11-1994,27,753,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12,0,12,9,0,9,20,9,45.0,INC,PEGADO CARMO RAFAEL,6433.0,BJP,PARVATKAR GOVIND BHIKAJI,4056.0,8,0,0.0,10062,10251,20313,4,2,6,10066,10253,20319,12,0,0.0,7305,7290,14595,20,4,24,7325,7294,14619,12,0,0.0,14619.0,14313.0,306.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
14,16-11-1994,33,712,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14,0,14,12,0,12,20,9,45.0,INC,KUTTIKAR KRISHNA SAJU,6738.0,MAG,CHODANKAR DHARMA VASSUDEV,6428.0,8,0,0.0,11813,11682,23495,0,0,0,11813,11682,23495,12,0,0.0,7955,7962,15917,36,6,42,7991,7968,15959,12,0,0.0,15959.0,15694.0,265.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
15,16-11-1994,26,739,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,0,5,2,0,2,20,9,45.0,INC,BHATALE PANDURANG KRISHNA,5135.0,IND,RAUT PANDURANG DATTARAM,4817.0,8,0,0.0,9823,9393,19216,1,0,1,9824,9393,19217,12,0,0.0,7721,7008,14729,113,4,117,7834,7012,14846,12,0,0.0,14846.0,14522.0,324.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
16,16-11-1994,21,790,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,1,8,6,0,6,20,9,45.0,MAG,KAKODKAR SHASHIKALA GURUDATT,5634.0,IND,GHOPDEKAR MURARI SHAMBA,2370.0,8,0,0.0,8443,8138,16581,1,0,1,8444,8138,16582,12,0,0.0,6867,5846,12713,41,0,41,6908,5846,12754,12,0,0.0,12754.0,12494.0,260.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
17,16-11-1994,27,762,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,0,8,6,0,6,20,9,45.0,MAG,MALIK SADANAND UTTAM,8346.0,INC,USGAONKAR VINAYKUMAN PUNDALIK,3572.0,8,0,0.0,10627,9937,20564,3,0,3,10630,9937,20567,12,0,0.0,8008,6501,14509,53,2,55,8061,6503,14564,12,0,0.0,14564.0,14272.0,292.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
18,16-11-1994,29,624,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,0,5,3,0,3,20,9,45.0,INC,RANE PRATAPSINGH RAOJIRAO,7268.0,MAG,RANE KRISHNARAO APPASAHEB,5840.0,8,0,0.0,9200,8884,18084,1,0,1,9201,8884,18085,12,0,0.0,7627,6924,14551,88,0,88,7715,6924,14639,12,0,0.0,14639.0,14271.0,368.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
19,16-11-1994,21,682,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,0,7,5,0,5,20,9,45.0,BJP,HALDANKAR NARAHARI TUKARAM,4853.0,INC,PRABHU BALKRISHNA ALIAS (ASHOK )JAIRAM,3895.0,8,0,0.0,7221,7103,14324,0,0,0,7221,7103,14324,12,0,0.0,5892,5357,11249,93,1,94,5985,5358,11343,12,0,0.0,11343.0,11065.0,278.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
20,16-11-1994,34,744,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,1,7,4,0,4,20,9,45.0,MAG,VEREKAR SHIVDAS ATMARAM,6931.0,IND,AGUIAR JOILD JOAO,4953.0,8,0,0.0,13524,11754,25278,1,0,1,13525,11754,25279,12,0,0.0,8913,7578,16491,158,0,158,9071,7578,16649,12,0,0.0,16649.0,16355.0,294.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
21,16-11-1994,36,639,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,0,5,3,0,3,20,9,45.0,MAG,JALMI DR. KASHINATH GOVIND,7982.0,IND,VERENKAR MOHAN MAHADEV,6640.0,8,0,0.0,11721,11299,23020,1,0,1,11722,11299,23021,12,0,0.0,9447,8377,17824,116,0,116,9563,8377,17940,12,0,0.0,17940.0,17700.0,238.0,2.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
23,16-11-1994,32,661,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,0,8,5,0,5,20,9,45.0,INC,SHIRODKAR SUBHASH ANKUSH,6257.0,BJP,NAIK MANOHAR GOPAL,6154.0,8,0,0.0,10612,10539,21151,0,0,0,10612,10539,21151,12,0,0.0,8544,8194,16738,92,0,92,8636,8194,16830,12,0,0.0,16830.0,16621.0,209.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
24,16-11-1994,32,945,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9,0,9,6,0,6,20,9,45.0,IND,VAZ JOHN MANUEL H.,7865.0,INC,SHAIKH HASSAN HAROON,5544.0,8,0,0.0,16202,14029,30231,3,1,4,16205,14030,30235,12,0,0.0,9914,8048,17962,80,0,80,9994,8048,18042,12,0,0.0,18042.0,17650.0,392.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
25,16-11-1994,28,997,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10,0,10,7,0,7,20,9,45.0,MAG,MESOUITA MENEZES WILFRED M.,6460.0,INC,D'SOUZA SIMON PETER,4867.0,8,0,0.0,15072,12831,27903,13,5,18,15085,12836,27921,12,0,0.0,9370,7816,17186,51,0,51,9421,7816,17237,12,0,0.0,17237.0,16893.0,344.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
26,16-11-1994,31,790,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,0,8,6,0,6,20,9,45.0,INC,MAUVIN HELIODORO G.M.,6191.0,UGDP,BARBOSA LUIS PROTO ALEX,3132.0,8,0,0.0,12287,12173,24460,9,7,16,12296,12180,24476,12,0,0.0,8402,8332,16734,37,0,37,8439,8332,16771,12,0,0.0,16771.0,16504.0,267.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
27,16-11-1994,24,728,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,0,8,6,0,6,20,9,45.0,INC,ALEIXO SEQUEIRA,6846.0,UGDP,GRACIAS RADHARAO SOCRATES,5177.0,8,0,0.0,8468,9014,17482,2,0,2,8470,9014,17484,12,0,0.0,6086,6714,12800,34,2,36,6120,6716,12836,12,0,0.0,12836.0,12596.0,235.0,5.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
28,16-11-1994,28,677,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,6,4,0,4,20,9,45.0,UGDP,CHURCHIL BRAZ ALEMAO,8587.0,INC,MONTE CRUZ,4565.0,8,0,0.0,9241,9704,18945,0,0,0,9241,9704,18945,12,0,0.0,6466,7302,13768,26,8,34,6492,7310,13802,12,0,0.0,13802.0,13569.0,229.0,4.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
29,16-11-1994,28,780,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12,0,12,10,0,10,20,9,45.0,INC,CARDOZ LUIS ALEIX,5504.0,IND,ANGLE RAMAKANT SOIRU,5154.0,8,0,0.0,10932,10914,21846,0,0,0,10932,10914,21846,12,0,0.0,7064,7032,14096,209,19,228,7273,7051,14324,12,0,0.0,14324.0,14056.0,266.0,2.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
30,16-11-1994,29,667,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12,1,13,10,1,11,20,9,45.0,BJP,KAMAT DIGAMBAR VASANT,5009.0,INC,NAIK RAJU DAMODAR,2697.0,8,0,0.0,9959,9374,19333,0,0,0,9959,9374,19333,12,0,0.0,6398,6086,12484,66,4,70,6464,6090,12554,12,0,0.0,12554.0,12319.0,232.0,3.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
31,16-11-1994,27,719,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,0,7,5,0,5,20,9,45.0,UGDP,GAONKAR ANTONIO DAMIAO,6564.0,INC,SARDINHA COSMOFRANCISCO GAETANO,6470.0,8,0,0.0,9637,9770,19407,1,1,2,9638,9771,19409,12,0,0.0,6522,7268,13790,59,2,61,6581,7270,13851,12,0,0.0,13851.0,13630.0,220.0,1.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
32,16-11-1994,34,686,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10,0,10,8,0,8,20,9,45.0,INC,LUIZINHO FALEIRO,8178.0,UGDP,PINTO NAZARIO JOSE,5296.0,8,0,0.0,11697,11617,23314,0,0,0,11697,11617,23314,12,0,0.0,7565,8390,15955,37,6,43,7602,8396,15998,12,0,0.0,15998.0,15733.0,265.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
33,16-11-1994,27,672,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,1,8,5,0,5,20,9,45.0,IND,FERNANDES MANU,5409.0,INC,GRACIAS FARREL ELVIS,2932.0,8,0,0.0,8695,9457,18152,0,0,0,8695,9457,18152,12,0,0.0,5019,6711,11730,28,4,32,5047,6715,11762,12,0,0.0,11762.0,11593.0,169.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
34,16-11-1994,31,646,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9,0,9,6,0,6,20,9,45.0,UGDP,D'SOUZA ARECIO AGAPITO,5294.0,INC,SHANTARAM LAXMAN NAIK,2909.0,8,0,0.0,9790,10240,20030,1,1,2,9791,10241,20032,12,0,0.0,6175,7250,13425,53,14,67,6228,7264,13492,12,0,0.0,13492.0,13332.0,160.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
35,16-11-1994,33,682,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,0,8,6,0,6,20,9,45.0,MAG,PRABHU VISHNU GOPAL,7256.0,INC,MARATHE SADASHIV VAMAN,5580.0,8,0,0.0,11637,10882,22519,3,0,3,11640,10882,22522,12,0,0.0,8451,7594,16045,57,10,67,8508,7604,16112,12,0,0.0,16112.0,15835.0,277.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
36,16-11-1994,28,615,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,6,3,0,3,20,9,45.0,INC,NAIK PANDU VASU,5707.0,IND,PRABHU DESAI VIVEK KRISHNANATH,3051.0,8,0,0.0,8619,8593,17212,2,0,2,8621,8593,17214,12,0,0.0,6465,6256,12721,157,15,172,6622,6271,12893,12,0,0.0,12893.0,12689.0,204.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
37,16-11-1994,32,721,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,0,7,4,0,4,20,9,45.0,INC,DOMNIC FERNANDES,7989.0,SHS,ADV. DESSAI NARAYAN MAHADEV,3163.0,8,0,0.0,11819,11258,23077,1,0,1,11820,11258,23078,12,0,0.0,8152,7844,15996,157,29,186,8309,7873,16182,12,0,0.0,16182.0,15880.0,302.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
38,16-11-1994,33,661,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,6,4,0,4,20,9,45.0,MAG,PRAKASH SHANKAR VELIP,7579.0,IND,PEREIRA RAUL ROQUE,4335.0,8,0,0.0,10967,10832,21799,0,0,0,10967,10832,21799,12,0,0.0,8249,8158,16407,80,16,96,8329,8174,16503,12,0,0.0,16503.0,16077.0,426.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
39,16-11-1994,24,646,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,1,5,2,1,3,20,9,45.0,INC,BANDEKAR SANJAY VIMAL,6178.0,MAG,NAIK DESSAI CHANDRAKANT RAM ALIAS DR.,4881.0,8,0,0.0,7962,7539,15501,2,0,2,7964,7539,15503,12,0,0.0,5998,5763,11761,150,20,170,6148,5783,11931,12,0,0.0,11931.0,11749.0,182.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
40,16-11-1994,21,617,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0,4,1,0,1,20,9,45.0,MAG,ACHARYA GOVIND RAGHUCHANDRA,4516.0,INC,GAONKAR VASU PAIK,3400.0,8,0,0.0,6453,6502,12955,0,0,0,6453,6502,12955,12,0,0.0,5210,5266,10476,48,15,63,5258,5281,10539,12,0,0.0,10539.0,10360.0,179.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
12,16-11-1994,31,784,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,1,8,5,0,5,20,9,45.0,IND,VICTORIA FERNANDES ROMEO,5971.0,INC,GONSALVES VICTOR BENJAMIN,4665.0,8,0,0.0,12458,11854,24312,2,1,3,12460,11855,24315,12,0,0.0,8777,8143,16920,58,20,78,8835,8163,16998,12,0,0.0,16998.0,16695.0,303.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
11,16-11-1994,24,871,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,0,5,3,0,3,20,9,45.0,INC,ZUWARKAR SOMNATH DATTA,6514.0,MAG,FERNANDES NICHOLAS PEDRO,6442.0,8,0,0.0,10842,10058,20900,0,0,0,10842,10058,20900,12,0,0.0,7153,6557,13710,46,20,66,7199,6577,13776,12,0,0.0,13776.0,13525.0,251.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
22,16-11-1994,31,709,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,1,5,2,1,3,20,9,45.0,BJP,NAIK SHRIPAD YESSO,9775.0,INC,NAIK RAVI SITARAM,7075.0,8,0,0.0,11187,10778,21965,1,0,1,11188,10778,21966,12,0,0.0,8951,8291,17242,157,0,157,9108,8291,17399,12,0,0.0,17399.0,17179.0,218.0,2.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
10,16-11-1994,22,767,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12,0,12,10,0,10,20,9,45.0,BJP,PRABHU PARRIKAR MANOHAR GOPALKRISHNA,4600.0,INC,PRABHU KESHAV LAXIMIDHAR,3534.0,8,0,0.0,8635,8239,16874,4,3,7,8639,8242,16881,12,0,0.0,5358,5064,10422,99,26,125,5457,5090,10547,12,0,0.0,10547.0,10355.0,192.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
8,16-11-1994,20,945,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,6,4,0,4,20,9,45.0,INC,D'SOUZA WILFRED ANTHONY,6479.0,SHS,KALANGUTKAR DILIP SONU,5184.0,8,0,0.0,9013,9879,18892,2,0,2,9015,9879,18894,12,0,0.0,6842,7520,14362,46,6,52,6888,7526,14414,12,0,0.0,14414.0,14238.0,176.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
9,16-11-1994,31,835,True,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,2,10,7,1,8,20,9,45.0,INC,D'SA FATIMA JOSEPH PHILIP,8303.0,BJP,ASNODKER ULHAS GOPAL,7792.0,8,0,0.0,12683,13191,25874,5,1,6,12688,13192,25880,12,0,0.0,8707,9205,17912,131,8,139,8838,9213,18051,12,0,0.0,18051.0,17799.0,252.0,0.0,0.0,10,1,10.0,1994,AE,,,,,,,,,,,,,,,,,,,
15,04-06-1999,28,752,True,6.0,0.0,6.0,2.0,0.0,2.0,0,0,0,4,0,4,1,0,1,20,0,0.0,MAG,RAUT PANDURANG DATTARAM,5089.0,BJP,PATNEKAR RAJESH TULSHIDAS,4999.0,8,0,0.0,10933,10126,21059,1,0,1,10934,10126,21060,12,0,0.0,8158,7100,15258,126,20,146,8284,7120,15404,12,0,0.0,15404.0,15402.0,2.0,0.0,0.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
14,04-06-1999,33,756,True,12.0,1.0,13.0,4.0,0.0,4.0,2,0,2,6,1,7,5,0,5,20,0,0.0,INC,NIRMALA PRABHAKAR SAWANT,6004.0,BJP,PARVATKAR GOVIND BHIKAJI,5154.0,8,0,0.0,12470,12465,24935,0,0,0,12470,12465,24935,12,0,0.0,8264,7854,16118,31,14,45,8295,7868,16163,12,0,0.0,16163.0,16148.0,15.0,0.0,1.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
13,04-06-1999,27,800,True,7.0,0.0,7.0,3.0,0.0,3.0,1,0,1,3,0,3,0,0,0,20,0,0.0,INC,SILVERIA FRANCIS MANUEL,7080.0,BJP,KAMAT DHAKANKAR AVINASH GOVIND,4376.0,8,0,0.0,10724,10869,21593,0,0,0,10724,10869,21593,12,0,0.0,7887,7657,15544,23,16,39,7910,7673,15583,12,0,0.0,15583.0,15562.0,21.0,0.0,9.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
12,04-06-1999,31,838,True,8.0,2.0,10.0,3.0,0.0,3.0,1,1,2,4,1,5,2,0,2,20,0,0.0,INC,FERNANDES VICTORIA ROMIO,8829.0,MAG,HOBLE ANIL RAGHUVIR,3442.0,8,0,0.0,13272,12691,25963,1,1,2,13273,12692,25965,12,0,0.0,9094,8249,17343,68,9,77,9162,8258,17420,12,0,0.0,17420.0,17388.0,32.0,0.0,8.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
11,04-06-1999,24,1085,True,10.0,0.0,10.0,4.0,0.0,4.0,2,0,2,4,0,4,2,0,2,20,0,0.0,INC,JUWARKAR SOMANTH DATTA,8288.0,BJP,SALKAR SUBHASH TUKARAM,6461.0,8,0,0.0,13625,12426,26051,0,0,0,13625,12426,26051,12,0,0.0,8370,7294,15664,55,23,78,8425,7317,15742,12,0,0.0,15742.0,15724.0,18.0,0.0,14.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
10,04-06-1999,22,846,True,9.0,1.0,10.0,3.0,0.0,3.0,0,0,0,6,1,7,4,1,5,20,0,0.0,BJP,PARRIKAR PRABHU MANOHAR,5396.0,INC,PRABHU KESHAV LAXIMIDHAR,2647.0,8,0,0.0,9646,8963,18609,0,0,0,9646,8963,18609,12,0,0.0,5566,4827,10393,68,17,85,5634,4844,10478,12,0,0.0,10478.0,10471.0,7.0,0.0,16.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
9,04-06-1999,32,915,True,9.0,1.0,10.0,2.0,0.0,2.0,0,0,0,7,1,8,6,1,7,20,0,0.0,BJP,ASNODKAR ULHAS GOPAL,6587.0,INC,HALANKAR VISHWANATH ROHIDAS,2738.0,8,0,0.0,14525,14739,29264,9,5,14,14534,14744,29278,12,0,0.0,8851,8949,17800,147,12,159,8998,8961,17959,12,0,0.0,17959.0,17955.0,4.0,0.0,1.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
8,04-06-1999,21,980,True,9.0,0.0,9.0,2.0,0.0,2.0,0,0,0,7,0,7,5,0,5,20,0,0.0,GRCP,D  SOUZA WILFRED TITO FERMINO,5006.0,MAG,KALANGUTKAR DEELIP SONU,4542.0,8,0,0.0,10020,10558,20578,2,0,2,10022,10558,20580,12,0,0.0,6719,7140,13859,68,2,70,6787,7142,13929,12,0,0.0,13929.0,13927.0,2.0,0.0,1.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
7,04-06-1999,27,924,True,8.0,0.0,8.0,2.0,0.0,2.0,2,0,2,4,0,4,2,0,2,20,0,0.0,UGDP,PARULEKAR SURESH VISHWANATH,7670.0,INC,CARDOZO TOMAZINHO,6921.0,8,0,0.0,12390,12546,24936,3,2,5,12393,12548,24941,12,0,0.0,8229,8260,16489,54,3,57,8283,8263,16546,12,0,0.0,16546.0,16544.0,2.0,0.0,5.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
6,04-06-1999,29,844,True,12.0,1.0,13.0,2.0,0.0,2.0,3,1,4,7,0,7,4,0,4,20,0,0.0,BJP,MANDREKAR DAYANAND RAYU,4455.0,INC,MARQUES MILTON OLYMPIO,3663.0,8,0,0.0,12229,12256,24485,3,1,4,12232,12257,24489,12,0,0.0,8252,8078,16330,92,5,97,8344,8083,16427,12,0,0.0,16427.0,16423.0,4.0,0.0,1.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
5,04-06-1999,25,1014,True,10.0,0.0,10.0,3.0,0.0,3.0,0,0,0,7,0,7,4,0,4,20,0,0.0,GRCP,D SOUZA FRANCIS PEDRO,5602.0,INC,NATEKAR GURUDAS BHALCHANDRA,4027.0,8,0,0.0,13021,12325,25346,1,0,1,13022,12325,25347,12,0,0.0,8182,7191,15373,102,6,108,8284,7197,15481,12,0,0.0,15481.0,15476.0,5.0,0.0,7.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
4,04-06-1999,27,932,True,8.0,0.0,8.0,2.0,0.0,2.0,1,0,1,5,0,5,3,0,3,20,0,0.0,INC,NARVEKAR DYANAND GANESH,6989.0,GRCP,HALARNKAR NILKANT RAMNATH,4333.0,8,0,0.0,12603,12565,25168,3,1,4,12606,12566,25172,12,0,0.0,8615,8235,16850,122,6,128,8737,8241,16978,12,0,0.0,16978.0,16974.0,4.0,0.0,1.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
3,04-06-1999,21,704,True,8.0,2.0,10.0,3.0,1.0,4.0,0,0,0,5,1,6,2,1,3,20,0,0.0,INC,AZGAONKAR MONOHAR TRIMBAK,4328.0,BJP,DHARGALKAR BALKRISHNA ATMARAM,3232.0,8,0,0.0,7510,7255,14765,9,3,12,7519,7258,14777,12,0,0.0,5342,4659,10001,80,5,85,5422,4664,10086,12,0,0.0,10086.0,10084.0,2.0,0.0,0.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
2,04-06-1999,24,711,True,9.0,1.0,10.0,3.0,1.0,4.0,2,0,2,4,0,4,1,0,1,20,0,0.0,INC,DESHPRABHU JITENDRA RAGHURAJ,5129.0,MAG,KOTKAR PARSHURAM NAGESH,3963.0,8,0,0.0,8688,8377,17065,3,1,4,8691,8378,17069,12,0,0.0,6610,5710,12320,90,3,93,6700,5713,12413,12,0,0.0,12413.0,12413.0,0.0,0.0,0.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
1,04-06-1999,27,689,True,10.0,2.0,12.0,3.0,0.0,3.0,0,1,1,7,1,8,5,0,5,20,0,0.0,MAG,KHALAP RAMAKANT DATTARAM,5401.0,INC,PARAB SANGEETA GOPAL,4219.0,8,0,0.0,9512,9074,18586,13,2,15,9525,9076,18601,12,0,0.0,7179,6380,13559,78,2,80,7257,6382,13639,12,0,0.0,13639.0,13638.0,1.0,0.0,0.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
